species	transcript_id	reference_id	strand	reference_pass	raw_correct	decoded_empty	decoded_correct	chain_class	raw_CDS_segments	reference_CDS_segments	shared_exact_suffix_segments	trim_removed_segments	oracle_emission	oracle_transition	oracle_total	oracle_total_positive	oracle_total_zero	recorded_transition
Lsativa	Lsat_1_v8_lg_9_gene_2929.t1	Lsat_1_v5_gn_9_102460.1.v5	-	True	1	1	0	exact_chain	3	3	3	0	-6557.53125	4089.8535408695802	-2467.67770913042	0	0	correct_to_wrong
Athaliana	OZ408686.1_gene_278.t1	rna-TAIR12_TAIR12_AT4G02450	-	False	1	1	0	exact_chain	6	6	6	0	-9408.375	8199.191790284869	-1209.1832097151346	0	0	correct_to_wrong
Athaliana	OZ408686.1_gene_701.t1	rna-TAIR12_TAIR12_AT4G09800	+	False	1	0	1	exact_chain	4	4	4	0	6425.68994140625	5459.823798879551	11885.5137402858	1	0	correct_stays_correct
Athaliana	OZ408686.1_gene_1180.t1	rna-TAIR12_TAIR12_AT4G14320-2	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	4	3	0		-5620.875	5471.621457154693	-149.2535428453075	0	0	wrong_stays_wrong
Athaliana	OZ408686.1_gene_1579.t1	rna-TAIR12_TAIR12_AT4G17720	-	False	1	1	0	exact_chain	5	5	5	0	-6807.5000000000055	6829.5973034867675	22.09730348676385	1	0	correct_to_wrong
Athaliana	OZ408686.1_gene_1852.t1	rna-TAIR12_TAIR12_AT4G20300	+	False	1	0	1	exact_chain	5	5	5	0	15664.42333984375	6824.088726074914	22488.512065918665	1	0	correct_stays_correct
Athaliana	OZ408686.1_gene_2211.t1	rna-TAIR12_TAIR12_AT4G23640	-	False	1	0	0	exact_chain	9	9	9	0	-3655.541015625	12307.830940153248	8652.28992452825	1	0	correct_to_wrong
Athaliana	OZ408686.1_gene_2412.t1	rna-TAIR12_TAIR12_AT4G25590	-	False	1	1	0	exact_chain	3	3	3	0	-5330.634765625	4090.1402751925366	-1240.494490432462	0	0	correct_to_wrong
Athaliana	OZ408686.1_gene_2749.t1	rna-TAIR12_TAIR12_AT4G28710	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	39	39	20		34621.71484374999	53396.85935498952	88018.57419873952	1	0	wrong_stays_wrong
Athaliana	OZ408686.1_gene_2795.t1	rna-TAIR12_TAIR12_AT4G29170-2	+	False	1	0	1	exact_chain	10	10	10	0	9812.7685546875	13677.727404657317	23490.495959344815	1	0	correct_stays_correct
Athaliana	OZ408686.1_gene_2910.t1	rna-TAIR12_TAIR12_AT4G30220	-	False	1	1	0	exact_chain	5	5	5	0	-3657.853515625	6829.918394753236	3172.0648791282356	1	0	correct_to_wrong
Athaliana	OZ408686.1_gene_3456.t1	rna-TAIR12_TAIR12_AT4G35410	+	False	1	0	1	exact_chain	6	6	6	0	6798.83984375	8200.139154723063	14998.978998473063	1	0	correct_stays_correct
